Campaign,Chapter,Guid,Kind,Stage,X,Y,Z,Pitch,Yaw,Roll,Condition,Events,Tags,Param1
Leon,-1,,Biorand_WoodenBox,40501,-257.02,5.66,35.03,0,16,0,,01_Village.CP1.StartVanilla.CP101_PathHuntingCabin.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_WoodenBox,40501,-245.9,6.44,48.5,0,-27,0,,01_Village.CP1.StartVanilla.CP101_PathHuntingCabin.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_WoodenBox,40502,-203.11,9.04,90.16,0,-179,0,,01_Village.CP1.StartVanilla.CP101_PathHuntingCabin.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_OilLamp,40510,-194.03,13.20,84.14,0.00,-168.00,0.00,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBox,40510,-195.68,10.13,83.63,0,91,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_BearTrap,40510,-180.41,10.03,74.59,0,0,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,40510,-179.3,13.47,70.3,0,174,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_WoodenBox,40510,-179.44,13.62,65.91,0,9,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_RoomDivider,40510,-178.8,6.58,88.38,0,-91,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_WoodenBox,40510,-189.25,6.53,93.44,0,166,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,40510,-191.95,10.03,66.87,0,-4,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_WoodenBox,40510,-181.03,10.03,89.09,0,-177,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_WoodenBox,40510,-190.68,10.07,74.32,0,89,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_RoomDivider,40510,-178.29,10.03,77.29,0,98,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,40510,-184.87,10.03,79.39,0,58,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_RoomDivider,40510,-174.21,10.03,74.92,0,4,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,40510,-181.9,13.47,65.91,0,-54,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_OilLamp,40510,-183.27,16.67,67.61,0,91,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,40510,-182.72,10.03,77.46,0,-114,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_WoodenBox,40510,-180.65,6.57,85.05,0,-17,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_Chicken,40510,-180.4,10,71.2,0,-0.8,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Event.HardEvent.PorchKeyHunt,chapteronly,
Leon,-1,,Biorand_Chicken,40510,-193.6,10,71.1,0,84.8,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Event.HardEvent.PorchKeyHunt,chapteronly,
Leon,-1,,Biorand_Chicken,40510,-193.6,10,83.4,0,178.6,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Event.HardEvent.PorchKeyHunt,chapteronly,
Leon,-1,,Biorand_BlueWallTorch,40510,-193.43,11.63,87.1,0,-178,0,,01_Village.CP1.StartVanilla.CP102_HuntingCabin.Event.HardEvent.PorchKeyHunt,chapteronly,
Leon,-1,,Biorand_BearTrap,40503,-174.15,8.61,51.63,0,125,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,40530,-105.23,7.3,51.03,0,-82,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-96.44,3.03,33.45,0,120,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-148.14,7.7,57,0,67,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,40504,-96.72,4.01,23.53,0,5,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,40504,-99.58,3.29,26.27,0,96,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-136.49,7.68,57.22,0,111,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_LargeRocks,40504,-110.07,5.62,38.22,0,-31,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,40530,-117.07,7.32,51.39,0,20,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,40504,-118.81,6.3,41.67,0,169,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-107.14,7.28,49.31,0,-169,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-113.87,5.96,37.66,0,167,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_MiniAutoTurretGun,40505,-72.05,6.5,24.66,0,-70,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-109.78,5.19,30.18,0,107,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-95.7,4.04,24.35,0,61,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40505,-70.18,3.94,28.46,0,-120,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_BearTrap,40504,-90.2,6.3,37.38,0,76,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.8,chapteronly,
Leon,-1,,Biorand_Tripwire,40530,-111.01,7.62,51.58,0,11.3,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Gimmicks.8,chapteronly,
Leon,-1,,Biorand_Wall,40530,-116.98,6.82,50.52,0,24,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheWall|Blockage,chapteronly,
Leon,-1,,Biorand_Ladder1,40504,-118.33,6.9,44.8,0,173,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheWall|Blockage,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,40530,-116.72,7.32,56,0,102,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheWall|Blockage,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,40530,-117.02,7.32,54.79,0,106,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheWall|Blockage,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,40530,-117.31,7.32,53.72,0,89,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheWall|Blockage,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,40530,-114.55,7.32,53.18,0,13,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheWall|Blockage,chapteronly,
Leon,-1,,Biorand_Wall,40504,-111.04,5.34,30.59,0,124,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheTreeBlockage,chapteronly,
Leon,-1,,Biorand_Ladder1,40504,-107.99,6.09,38.37,0,169,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.OvertheTreeBlockage,chapteronly,
Leon,-1,,Biorand_Ladder1,40505,-51.42,0.11,19.84,0,98,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.LaddertoSiege,chapteronly,
Leon,-1,,Biorand_Wall,40504,-118.35,6.04,32.13,0,115,0,,01_Village.CP1.StartVanilla.CP103_PathVillage.Level.BlockedHousePath,chapteronly,
Leon,-1,,Biorand_LargeRocks,40504,-96.72,3.51,23.53,0,5,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40200,-17.61,0.13,1.21,0,117,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,-32.97,-0.51,4.49,0,102,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_OilLamp,40210,3.19,6.4,-15.26,0,-5,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,-9.97,0,11.65,0,4,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,-21.93,1.85,15.95,0,9,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40200,-8.33,0.09,7.43,0,62,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_Wall,40200,-3.93,-0.53,-169.3,0,12,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,-11.56,-0.46,-15.91,0,-33,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,25.57,0.54,-4.07,0,119,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_OilLamp,40210,6.38,3.21,-11.11,0,180,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40200,-2.18,0.23,-8.28,0,-81,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,20.62,-0.44,-7.88,0,180,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40200,14.12,1,7.55,0,45,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,0.31,0.17,9.44,0,-176,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,-6.77,2.03,26.27,0,112,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40200,-14.22,2.78,20.68,0,-102,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,9.49,-0.4,-23.38,0,-90,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_LargeRocks,40200,16.48,0.35,10.95,0,-174,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,40200,12.61,0.11,-5.06,0,-88,0,,01_Village.CP1.StartVanilla.CP104_VillageSiege.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,46.82,2.2,-60.22,0,138,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,44.94,2.3,-61.78,0,130,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43300,39.26,2.89,-64.12,0,-46,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,31.45,2.41,-60.25,0,107,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_Tripwire,43300,49.61,3.21,-53.51,0,143,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_Wall,43300,51.34,2.21,-62.29,0,-102,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,46.33,2.2,-66.99,0,44,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43300,27.14,3.27,-71.79,0,140,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,56.23,2.92,-69.58,0,44,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_Tripwire,43310,68.75,7.7,-85.44,0,142,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_LargeRocks,43310,60.47,2.88,-72.49,0,142,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43300,43.68,3.24,-78.46,0,90,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,52.14,2.71,-83.23,0,80,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_Wall,43300,45.8,2.89,-82.37,0,57,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,66.95,2.72,-64.74,0,-57,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43300,60.7,3.36,-66.72,0,-128,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_LargeRocks,43300,49.43,2.78,-85.43,0,179,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_WoodenBox,43300,46.36,3.21,-85.23,0,164,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_WoodenBox,43300,44.57,3.2,-86.66,0,116,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_WoodenBox,43300,43.56,3.31,-88.53,0,110,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_WoodenBox,43300,45.37,3.6,-89.8,0,125,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_Wall,43310,64.26,2.88,-74.16,0,54,0,,01_Village.CP1.StartVanilla.CP106_VillageFarm.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_Wall,43300,58.17,3.41,-84.1,0,62,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Farm|Guardian,chapteronly,
Leon,-1,53f4b65e-0318-4876-9ac7-d5b5c2bfeaf6,Biorand_GateShutter,43300,59.09,3.26,-81.53,0,-40,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Farm|Guardian,chapteronly,
Leon,-1,,Biorand_BlueWallTorch,43301,52.49,6.12,-145.7,0,-4,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Cabin|EventTorches,chapteronly,
Leon,-1,,Biorand_BlueWallTorch,43301,56.1,6.12,-145.8,0,6,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Cabin|EventTorches,chapteronly,
Leon,-1,,Biorand_Ladder1,43301,49.1,5.34,-169,0,1,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Cabin2|Gimmicks,chapteronly,
Leon,-1,,Biorand_Wall,43301,54.42,4.55,-145.09,0,10,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Cabin2|Gimmicks,chapteronly,
Leon,-1,,Biorand_Ladder1,43301,54.27,5.07,-147.19,0,0,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Cabin2|Gimmicks,chapteronly,
Leon,-1,,Biorand_Wall,43301,46.33,4.95,-162.01,0,-176,0,,01_Village.CP1.StartVanilla.CP107_Rare.Event.Cabin2|Gimmicks,chapteronly,
Leon,-1,,Biorand_LargeRocks,43301,42.65,4.25,-168.84,0,124,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBox,43301,50.36,5.4,-172.42,0,-103,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBox,43301,48.72,5.41,-173.73,0,-96,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,43301,46.78,5.37,-173.64,0,-85,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_LargeRocks,43301,54.27,4.59,-145.16,0,4,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,43301,57.5,4.12,-130.62,0,-125,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43301,41.32,4.48,-155.58,0,-179,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,43301,48.78,3.85,-135.04,0,110,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,43301,48.01,4.47,-135.15,0,172,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,43301,47.96,4.47,-134.86,0,119,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,43301,48.28,4.47,-134.88,0,110,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,43302,107.46,-0.54,-113.31,0,131,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_LargeRocks,43302,120.33,-5.62,-136.19,0,132,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43302,128.3,-5.74,-139.77,0,62,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_WoodenBox,43303,141.58,-5.67,-123.73,0,132,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_BearTrap,43303,141.85,-5.66,-125.82,0,39,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_Tripwire,43303,145.14,-5.13,-123.27,0,-49,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Gimmicks.3,chapteronly,
Leon,-1,c7a8d13b-8bdb-4951-9629-7ae46117e724,Biorand_GateShutter,43400,170.1,-5.71,-110.45,0,71,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Event.TunnelMendez|TunnelEnd,chapteronly,
Leon,-1,,Biorand_Ladder2,43302,90.06,1.98,-117.62,0,165,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Event.BridgePath,chapteronly,
Leon,-1,,Biorand_Wall,43302,110.13,-3.31,-119.97,0,-174,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Event.BridgePath,chapteronly,
Leon,-1,b1913419-23e7-4ff3-9452-3dd514395535,Biorand_GateShutter,43400,170.1,-5.71,-110.45,0,71,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Event.TunnelAmbush,chapteronly,
Leon,-1,6174e107-38cc-4ecf-9c10-584a8eab0004,Biorand_GateShutter,43302,138.55,-5.62,-128.49,0,-140,0,,01_Village.CP1.StartVanilla.CP108_FarmToLakeside.Event.TunnelAmbush,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,183.97,-6.13,-112.31,0,-13,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43400,186.87,-5.64,-111.21,0,-80,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBox,43400,193.96,-5.63,-119.11,0,107,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,201.59,-6.05,-101.23,0,-102,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,43400,195.07,-5.65,-119.5,0,103,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43400,216.87,-4.17,-114.44,0,82,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,190.51,-6.34,-111.91,0,140,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,43400,183.84,-5.83,-107.62,0,58,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_WoodenBox,43400,200.54,-5.6,-110.7,0,179,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,191.33,-6.15,-116.68,0,-105,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43400,197.22,-5.68,-119.83,0,102,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.3,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,212.77,-4.8,-119.39,0,146,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,214.37,-5,-121.8,0,150,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_ExplosionOilBarrel,43400,204.93,-5.44,-108.49,0,-93,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.4,chapteronly,
Leon,-1,,Biorand_BearTrap,43410,222.64,-3.64,-128.67,0,28,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_BearTrap,43400,190.58,-5.85,-112.05,0,141,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,215.03,-4.62,-130.76,0,113,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.5,chapteronly,
Leon,-1,,Biorand_BearTrap,43410,222.84,-4.19,-123.82,0,123,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,219.58,-4.67,-126.95,0,26,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.6,chapteronly,
Leon,-1,,Biorand_BearTrap,43411,197.97,-4.94,-107.36,0,-3,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_LargeRocks,43400,208.43,-4.97,-131.81,0,-89,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.7,chapteronly,
Leon,-1,,Biorand_BearTrap,43400,214.36,-4.54,-121.08,0,-111,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.8,chapteronly,
Leon,-1,,Biorand_SmallWoodenBox,43400,207.18,-1.36,-136.56,0,-78,0,,01_Village.CP1.StartVanilla.CP109_Lakeside.Gimmicks.8,chapteronly,
Leon,-1,,Biorand_Boat,46900,222.7,-8,-97.82,0,0,0,,01_Village.CP1.StartVanilla.CP110_Lakeside.BoatTest,chapteronly,
Leon,-1,,Biorand_LargeRocks,44210,-13.21,-1.32,185.25,0,-145,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,15.66,-3.97,200.63,0,-156,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44210,-0.73,-0.79,199.31,0,-96,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.0,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44210,-3.34,-0.82,186.42,0,-78,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_BearTrap,44210,-7.17,-0.79,197.14,0,-142,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_BearTrap,44200,-10.53,-0.69,197.19,0,-177,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.1,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44410,18.64,-6.13,226.75,0,126,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_WoodenBarrel,44210,1.64,-0.81,187.91,0,-133,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.2,chapteronly,
Leon,-1,,Biorand_BearTrap,44210,-5.66,-0.79,194.07,0,-168,0,,01_Village.CP2.StartVanilla.CP201_AbandonedFactory.Gimmicks.2,chapteronly,
